Timestamp,ID,Mode,Cycle,Overall, I was satisfied with how I could handle objects.,I was in full control of the objects.,It felt intuitive to handle the objects.,The objects behaved realistically.,The objects behaved as I expected.,It was comfortable to handle the objects.,I found handling the objects unnecessarily complex.,I thought this way of handling objects was easy.,I would imagine that most people would learn to handle objects this way very quickly.,I found handling the objects very cumbersome.,Did you feel dizzy or sick?,Mental demand,Physical demand,Temporal demand,Performance,Effort,Frustration level
2018/06/29 10:22:09 AM GMT+2,19,3,1,8,9,10,9,8,8,3,8,9,3,1,6,5,4,8,4,4
2018/06/29 10:29:37 AM GMT+2,19,4,2,7,7,5,6,5,5,6,5,7,5,1,4,5,4,7,4,4
2018/06/29 10:36:20 AM GMT+2,19,1,3,7,8,6,7,8,8,3,7,8,3,1,3,4,3,9,3,2
2018/06/29 10:43:46 AM GMT+2,19,2,4,9,9,9,8,8,9,4,7,8,5,1,5,4,4,9,3,3
2018/06/29 11:17:42 AM GMT+2,20,4,1,10,10,10,8,9,10,1,10,10,1,1,2,6,4,9,3,1
2018/06/29 11:25:40 AM GMT+2,20,3,2,10,10,9,10,9,9,1,9,10,1,1,4,6,2,10,2,1
2018/06/29 11:32:13 AM GMT+2,20,2,3,10,10,10,10,9,10,1,10,10,1,1,2,5,2,10,1,1
2018/06/29 11:37:29 AM GMT+2,20,1,4,8,9,8,10,10,7,4,8,9,3,1,3,4,2,9,3,2
2018/06/29 1:35:57 PM GMT+2,21,1,1,10,10,1,10,10,10,1,10,10,1,1,1,8,3,10,2,1
2018/06/29 1:44:20 PM GMT+2,21,2,2,10,8,10,8,8,9,1,10,10,1,1,1,7,6,10,7,1
2018/06/29 1:52:38 PM GMT+2,21,4,3,8,8,8,9,9,9,2,9,10,2,1,1,7,7,9,7,1
2018/06/29 2:00:03 PM GMT+2,21,3,4,10,10,10,10,10,10,1,10,10,1,1,1,7,7,10,2,1
2018/06/29 4:16:48 PM GMT+2,22,2,1,8,9,7,6,6,7,3,8,9,3,1,3,4,6,9,2,2
2018/06/29 4:25:53 PM GMT+2,22,1,2,8,6,6,5,5,6,3,6,8,5,1,5,3,4,6,6,6
2018/06/29 4:36:47 PM GMT+2,22,3,3,5,6,5,6,5,5,5,6,6,6,2,5,3,4,8,3,4
2018/06/29 4:45:03 PM GMT+2,22,4,4,4,4,3,2,5,4,6,5,6,5,2,5,3,4,7,5,5
2018/07/02 4:19:30 PM GMT+2,23,3,1,9,8,7,5,9,10,1,9,9,1,1,3,7,4,8,5,1
2018/07/02 4:27:35 PM GMT+2,23,4,2,8,8,7,6,10,10,4,8,8,3,1,6,3,3,9,4,1
2018/07/02 4:34:27 PM GMT+2,23,1,3,3,6,1,6,9,3,8,3,6,6,1,6,6,3,7,7,2
2018/07/02 4:41:24 PM GMT+2,23,2,4,10,10,10,8,10,10,1,8,10,1,1,7,3,3,6,4,1
2018/07/03 11:49:55 AM GMT+2,24,4,1,10,10,10,10,10,10,1,10,10,1,1,1,4,3,10,2,1
2018/07/03 11:58:02 AM GMT+2,24,3,2,10,10,10,7,8,10,1,10,10,1,1,1,3,3,9,2,1
2018/07/03 12:04:32 PM GMT+2,24,2,3,10,10,10,10,10,10,1,10,10,1,1,1,2,3,10,3,1
2018/07/03 12:11:33 PM GMT+2,24,1,4,10,10,10,9,9,10,1,10,10,1,2,1,2,3,10,1,1
2018/07/03 2:13:05 PM GMT+2,25,1,1,9,10,9,5,9,10,1,10,9,2,1,6,7,2,7,2,1
2018/07/03 2:19:50 PM GMT+2,25,2,2,7,8,7,6,5,6,3,8,7,7,1,3,4,1,7,2,1
2018/07/03 2:27:03 PM GMT+2,25,4,3,5,5,5,4,6,3,3,5,4,7,1,4,6,2,5,3,1
2018/07/03 2:33:54 PM GMT+2,25,3,4,9,10,8,7,9,9,2,9,9,2,1,2,4,1,8,2,1
2018/07/04 10:34:21 AM GMT+2,26,2,1,9,8,8,5,7,9,5,9,4,3,1,2,3,1,8,3,2
2018/07/04 10:42:22 AM GMT+2,26,1,2,7,10,8,4,3,9,3,8,4,9,1,3,5,2,9,3,1
2018/07/04 10:50:04 AM GMT+2,26,3,3,10,10,8,9,8,9,4,9,8,2,1,2,3,4,10,4,1
2018/07/04 10:58:05 AM GMT+2,26,4,4,7,6,7,5,7,6,7,4,2,9,1,4,3,7,7,7,3
2018/07/04 11:22:57 AM GMT+2,27,3,1,9,8,7,6,8,6,2,8,8,5,1,4,7,7,7,3,2
2018/07/04 11:30:49 AM GMT+2,27,4,2,8,7,7,8,7,7,3,8,7,4,1,3,3,4,4,3,3
2018/07/04 11:37:48 AM GMT+2,27,1,3,6,4,7,3,4,5,3,7,5,5,1,3,4,5,4,4,6
2018/07/04 11:46:17 AM GMT+2,27,2,4,8,7,7,5,4,5,3,7,5,5,1,3,3,4,4,4,3
2018/07/04 3:13:26 PM GMT+2,28,4,1,9,10,9,6,7,5,2,8,8,3,1,3,6,3,9,6,3
2018/07/04 3:21:05 PM GMT+2,28,3,2,6,5,4,8,4,3,7,3,4,7,1,3,6,2,9,3,4
2018/07/04 3:29:46 PM GMT+2,28,2,3,7,8,8,8,8,7,7,8,8,7,1,3,5,3,9,3,3
2018/07/04 3:37:26 PM GMT+2,28,1,4,7,9,8,9,9,5,8,4,8,6,2,3,5,3,9,3,3
2018/07/04 12:11:37 PM GMT+2,29,1,1,9,8,10,9,8,10,2,10,10,3,1,3,5,2,10,2,2
2018/07/04 12:18:14 PM GMT+2,29,2,2,7,5,8,7,4,4,4,6,7,6,1,4,6,4,7,5,5
2018/07/04 12:25:17 PM GMT+2,29,4,3,7,4,7,8,9,5,4,4,7,8,1,6,7,3,5,4,5
2018/07/04 12:31:38 PM GMT+2,29,3,4,9,10,10,9,10,9,2,9,10,2,2,3,6,2,4,3,3
2018/07/04 4:20:54 PM GMT+2,30,2,1,9,9,8,8,8,9,1,9,7,2,1,7,7,3,8,4,1
2018/07/04 4:29:28 PM GMT+2,30,1,2,6,5,5,6,7,4,5,3,5,6,1,3,4,1,8,2,3
2018/07/04 4:37:32 PM GMT+2,30,3,3,7,6,10,9,9,5,3,7,6,3,1,8,8,2,6,4,4
2018/07/04 4:44:47 PM GMT+2,30,4,4,9,8,8,8,9,8,2,8,7,2,1,6,4,2,8,2,2
